,Player,Battles,Rank,Win rate,Avg. frags,Avg. damage
443,UnAshamedKen,23,10,52.17%,0.43,43 574
443,HighSpeedSteel3,23,11,52.17%,0.52,42 822
443,Cpt_Hellfire,23,10,52.17%,0.83,96 105
443,advocator_,23,10,52.17%,0.74,86 262
443,JimBone86,23,11,52.17%,0.35,38 990
450,Airtroops83,25,10,52%,1.4,119 911
450,Arlock73,25,11,52%,0.24,53 608
450,ZHIQIU,25,12,52%,1.08,125 459
453,ShadowOcelot1,27,12,51.85%,0.81,126 777
454,SunkCostSubmarine,29,9,51.72%,1.14,91 507
454,HyPeXeLeD,29,8,51.72%,0.9,91 580
454,Aldo_479,29,10,51.72%,1.1,55 813
457,PPCHAHA,39,8,51.28%,0.82,87 380
458,elsaltenio,41,10,51.22%,0.83,68 830
458,Taregant,41,9,51.22%,0.63,94 083
460,KnotWorking,43,8,51.16%,0.91,89 728
461,Mongoose296,51,10,50.98%,0.53,54 701
462,___kirito,55,11,50.91%,0.67,72 046
463,Bronxman,26,12,50%,0.77,100 482
463,l3RAVE,14,11,50%,0.71,96 130
463,CaptSalt,36,9,50%,0.69,73 827
463,Agent822,16,11,50%,0.62,53 712
463,Cowboy_WY,24,10,50%,0.67,60 120
463,TankLlama,22,14,50%,0.73,56 415
463,BeastmodeGuNs,28,10,50%,0.5,65 375
463,kevin2804,20,10,50%,0.85,106 912
463,Reavan6,20,12,50%,0.65,88 260
463,Cpt_Crook,14,13,50%,1.0,117 205
463,AtlasRand,18,18,50%,0.83,118 700
463,TheKildar,16,12,50%,0.81,113 336
463,twobravo,16,15,50%,0.88,87 179
463,Poletramp,20,12,50%,0.25,30 560
463,Rabbitt81,14,13,50%,1.07,85 105
463,mavera20,16,12,50%,0.81,134 508
463,_Zeca_,26,9,50%,0.58,76 258
463,Doublevision11,18,11,50%,0.61,73 076
463,MRBUCK3T,14,12,50%,0.79,77 942
463,StusCru,24,10,50%,0.71,50 400
463,WanderQuest,14,10,50%,0.64,53 253
463,landocowrissian,38,11,50%,0.84,60 147
463,Mynamehasnik,14,14,50%,0.79,99 993
463,ReconCav,26,10,50%,0.46,56 868
463,JBcommander,14,12,50%,0.93,85 416
463,Superakm,20,11,50%,0.55,69 982
463,HugeSubpoena,28,10,50%,0.68,83 527
463,xalloc,24,13,50%,0.38,56 780
463,B2bimbap,14,12,50%,0.57,117 511
463,iSaint_v2,16,11,50%,0.62,82 067
463,fury_tom,14,17,50%,0.36,37 961
463,SHELLBACK_2,24,10,50%,0.58,68 729
463,Obi_Wan_Cannoli,14,11,50%,0.71,66 871
463,KotaruTsukishiro,18,11,50%,0.78,117 101
463,xElDUROx,14,11,50%,0.57,46 526
463,MR_Windsor,22,10,50%,0.45,41 660
463,tTank777,14,12,50%,0.21,70 437
463,badpanda15,34,9,50%,0.59,77 469
463,PieHero,20,10,50%,1.1,99 875
463,chuky_mexico,52,8,50%,0.56,120 415
463,Destroyer_KuroshioKai,20,10,50%,0.95,75 621
463,Poookerz,16,12,50%,0.94,106 884
463,Fryce_,18,10,50%,1.06,85 603
463,alphaE,18,11,50%,0.67,106 066
463,Surui,16,10,50%,0.94,82 245
463,Cap_Ostra,14,11,50%,0.71,59 538
463,SkyBlue4664,14,10,50%,0.71,78 405
463,MisterSlithers,14,11,50%,1.0,110 849
463,Maukadragon,18,11,50%,1.11,104 131
463,Samuelljacksonn,14,14,50%,0.43,66 653
463,aaronvargass,26,10,50%,0.73,82 322
463,Baturro__,20,10,50%,0.25,37 253
463,Stephen_Corelli,16,11,50%,0.38,96 135
463,Cruiser_Providence,18,11,50%,0.67,105 319
463,Carpasiking,14,11,50%,0.43,44 503
463,Iankuba,34,9,50%,0.68,92 468
463,WhyYouHefToBeMad,14,11,50%,0.71,79 430
463,lucentrevival,24,8,50%,0.96,105 361
463,Duicida,18,11,50%,0.72,88 086
463,Alienmenace_1,18,12,50%,0.61,63 337
463,Violetttt,16,10,50%,0.5,72 896
463,TrapLord17,22,11,50%,0.18,54 921
463,Blastoise_007,20,9,50%,0.75,97 767
463,Achilies_01,14,10,50%,1.07,97 034
463,Farting_Chick,18,9,50%,1.11,92 003
463,VIPversatile,44,9,50%,0.98,110 596
463,BattleWoLFz,14,11,50%,0.93,102 377
463,Bodycount_PDX,44,8,50%,0.82,124 692
463,Coppinger_the_Cruel,14,10,50%,1.0,68 971
463,Evangard,20,11,50%,0.85,78 259
463,HakenXD,14,9,50%,1.07,87 197
463,Winston_MTB,16,10,50%,1.62,121 066
463,kagolu,34,10,50%,0.44,69 818
463,clevelandbestshipfu,14,14,50%,1.21,125 651
463,BasJon,22,11,50%,0.45,48 597
463,Driftwood_Tara,14,15,50%,0.64,76 358
463,Hungria15,14,10,50%,0.93,90 386
463,Want_Peach,24,12,50%,0.71,92 448
463,CHAOS_in_the_N1GHT,42,10,50%,0.55,54 465
463,TheOriginal28,24,10,50%,0.67,35 302
463,BallinCupCakes,20,12,50%,0.9,93 141
463,TenthIkarus,16,12,50%,0.44,116 345
463,Ethorina,22,11,50%,0.64,88 544
463,SniperCV,22,12,50%,0.73,70 667
463,Emanuel_Tiberi,18,13,50%,0.44,47 767
463,USS_Lucifer_Morningstar,20,11,50%,0.8,65 678
463,D845GVSR,16,9,50%,0.62,69 077
463,Simitsumiumi,16,11,50%,0.75,113 477
463,W4ves,30,10,50%,0.63,44 621
463,pw3000,18,10,50%,1.0,78 098
463,Geargiong,20,11,50%,0.85,69 378
463,Oshirigami,34,9,50%,0.41,36 461
463,CapitaoSamurai,18,12,50%,0.44,45 195
556,BlackSoulRazor,55,10,49.09%,1.2,82 311
557,gerabo,49,9,48.98%,0.61,93 217
558,letsGO4660,41,10,48.78%,0.54,62 694
559,instile,39,11,48.72%,0.67,64 847
560,biggestpotato,64,9,48.44%,0.52,61 007
561,Darko363,29,10,48.28%,1.0,105 302
562,Bugfire,27,9,48.15%,0.81,65 174
562,wing_zero1919,27,10,48.15%,0.56,67 893
562,SFNL,27,10,48.15%,0.74,90 456
562,KZLU,27,10,48.15%,0.78,60 047
566,Lieselotte,50,9,48%,0.64,68 463
566,WorldWideHaterade,25,11,48%,0.76,69 612
566,Banks_66,25,10,48%,0.8,74 358
566,Fubuki_SuKi,25,9,48%,0.84,105 627
566,R0B0T_CAMEL,25,10,48%,0.8,67 394
571,eomerfran,23,10,47.83%,0.57,79 819
571,StealthWare,23,10,47.83%,0.57,51 555
571,Niko_Teen,23,18,47.83%,0.7,86 458
571,2013ngk,23,15,47.83%,0.61,53 908
571,P1NG__,23,11,47.83%,0.65,68 933
576,Ahr1,21,13,47.62%,0.71,89 521
577,Loco_Bandito,59,10,47.46%,0.61,58 511
578,kalor1,19,11,47.37%,0.26,31 326
578,KIRK_007,19,11,47.37%,0.63,59 236
578,wilson0808,38,10,47.37%,0.45,41 427
578,Gryphen_Ghost,19,10,47.37%,0.68,64 757
578,stylishnoob,19,10,47.37%,0.53,84 287
578,LJNM,19,11,47.37%,1.05,74 444
584,1cluelesswonder,17,10,47.06%,0.71,46 891
584,Llaredrum,17,13,47.06%,0.59,90 705
584,Yukon_guy,17,12,47.06%,0.53,74 347
584,Burninator_USAF,17,13,47.06%,0.29,71 547
584,Cifer_,17,11,47.06%,0.41,50 667
584,TheTownBully,17,10,47.06%,0.41,45 351
584,Wolfpack2_2016,34,10,47.06%,0.62,91 881
584,Gruffilo,17,14,47.06%,0.71,66 684
584,jjspacecat10,34,10,47.06%,0.62,79 434
584,ITZ_ACE_BABY,17,9,47.06%,0.94,106 559
584,Fiera62,17,12,47.06%,0.71,96 125
584,Featherdustr,17,10,47.06%,0.59,108 175
584,broadsidebilly,17,11,47.06%,0.47,57 308
584,Jason_o7,17,10,47.06%,1.06,98 174
584,Indominus752,17,11,47.06%,0.76,110 109
599,scorpion_999999,49,10,46.94%,0.8,97 485
600,PwndU,15,11,46.67%,1.07,95 694
600,Major_Dent,30,11,46.67%,0.7,102 438
600,GetKrushed,15,13,46.67%,0.8,65 308
600,Deus102,15,10,46.67%,1.13,100 333
600,5p4rtan,15,10,46.67%,0.27,70 781
600,ngE_2,15,13,46.67%,0.67,59 607
600,Salvo_Creative,15,12,46.67%,0.4,55 061
600,Grimmboxer,15,12,46.67%,1.0,81 187
600,SirCraig89,15,11,46.67%,0.4,62 423
600,tmangoober,15,12,46.67%,0.53,54 788
600,Wardawg116,15,11,46.67%,0.47,39 376
600,Duke_Brandon,15,10,46.67%,1.07,109 179
600,locodude44,15,10,46.67%,0.67,62 474
600,2116131813,15,11,46.67%,1.0,117 060
600,lone5wolf25,15,12,46.67%,0.4,66 831
600,Leap_4rog,30,11,46.67%,0.67,87 500
600,aikekeya,15,10,46.67%,1.33,88 705
600,_BattleCruiser_Hyperion_,15,14,46.67%,0.67,85 586
600,ExplodiSeuToba,15,14,46.67%,0.4,47 288
600,bonkbonk_was_taken,15,10,46.67%,0.6,94 525
620,BerbeckII,26,10,46.15%,0.88,44 095
620,tangerine007,26,13,46.15%,0.58,59 733
620,STRICKEAGLE,26,11,46.15%,0.46,54 085
620,KimiC,26,12,46.15%,0.69,59 869
624,BigGun101,24,10,45.83%,0.88,82 262
624,YaoYaoCheckOut,24,10,45.83%,0.62,153 441
624,Supernova_1,24,11,45.83%,1.12,119 684
624,jerry658,24,11,45.83%,0.33,40 685
624,XXPanther,24,10,45.83%,0.71,81 030
624,navast_1,24,15,45.83%,0.12,26 216
630,Commodore_Felix,46,10,45.65%,0.63,78 807
631,mahdee08,90,10,45.56%,0.3,33 712
632,Spirit_of_76,22,11,45.45%,0.59,64 493
632,jjerryemery,22,12,45.45%,0.82,62 595
632,RodrigoVasconcelos,22,10,45.45%,0.86,67 887
632,ParrenC,22,10,45.45%,0.41,70 527
632,shurrock3,33,10,45.45%,0.52,96 500
637,sir_oregon,20,12,45%,0.55,67 249
637,Really777,20,10,45%,0.6,109 335
637,jean19paul,20,12,45%,0.6,72 484
637,Seleucus24,20,9,45%,0.65,88 168
637,Duchangxanh,20,18,45%,1.1,85 934
637,Capt_Torro,20,14,45%,0.6,54 335
637,admiralsexybeast,20,13,45%,0.4,82 377
637,12Idiot_AnotherSide,20,10,45%,0.9,59 775
637,mattbyte21,20,11,45%,1.0,117 075
637,GSP_Jax,20,11,45%,0.55,58 397
637,Shock_de_Ordem,20,11,45%,1.0,111 881
637,CALTAC,20,12,45%,0.5,40 851
637,A_LuckyBoy,20,11,45%,1.15,118 381
650,tccstorey,29,11,44.83%,0.41,60 378
650,Nozdorm,29,11,44.83%,0.9,100 848
652,VanquishBlack,18,11,44.44%,0.44,64 826
652,tkdaniel,18,11,44.44%,1.5,100 625
652,CitizenS9,27,10,44.44%,1.19,106 908
652,Dchristian125,18,14,44.44%,0.56,69 324
652,WILFREDO_YSS,63,11,44.44%,0.33,43 159
652,curco,18,10,44.44%,0.44,71 979
652,AresvirusInfection,18,9,44.44%,0.78,91 911
652,molchu1,18,14,44.44%,0.89,47 504
660,Brother_Tim,34,11,44.12%,0.47,39 812
661,CDR_USN_Ret,25,11,44%,0.4,59 195
661,brcp13,25,12,44%,0.56,82 280
661,Choroi_DD,50,11,44%,0.6,69 504
664,Alliedcom,66,11,43.94%,0.74,70 214
665,chechareo,16,10,43.75%,0.81,88 086
665,TinCanBlaster,16,13,43.75%,0.31,23 212
665,Mrpickles15,16,12,43.75%,0.44,82 684
665,mastermarksmen,16,10,43.75%,0.88,93 833
665,Kaligula_Varyag,16,12,43.75%,1.12,100 685
665,mogoyete89,16,10,43.75%,0.5,34 852
665,flight101,16,14,43.75%,0.75,88 709
665,AikaRose,16,12,43.75%,0.31,69 494
665,FlamingWarHammer,32,11,43.75%,0.91,84 353
665,Atoric,16,14,43.75%,0.62,77 032
665,Gun_Boss,32,15,43.75%,0.41,71 203
665,embeddeddear97,16,10,43.75%,0.69,115 608
665,Spumma,16,10,43.75%,0.88,60 445
665,Filipi_Marelo,16,14,43.75%,0.38,58 115
679,Toyrus,23,10,43.48%,0.13,68 176
679,adrianf86,23,10,43.48%,0.91,90 984
679,igual_1,23,12,43.48%,0.3,47 039
679,YouNgTWelv3,23,11,43.48%,1.04,123 089
683,b00m_slang,14,14,42.86%,0.43,45 316
683,Cruiser_NewportNews,14,14,42.86%,0.36,49 487
683,Radcki,14,13,42.86%,0.93,71 341
683,_Gibbo_,21,10,42.86%,0.81,81 500
683,Swampbeast,14,12,42.86%,0.57,65 380
683,Beauregard23,28,10,42.86%,0.89,55 098
683,WalterH34,42,12,42.86%,0.48,60 881
683,SFC_Sabo,14,11,42.86%,0.36,87 033
683,Tuco_30,21,18,42.86%,0.29,68 043
683,Richard_Castle,14,12,42.86%,0.36,69 012
683,Viduus,14,14,42.86%,0.5,72 296
683,Jack_Sparrow666,28,11,42.86%,0.61,46 944
683,chazzerchaz,28,12,42.86%,0.61,53 874
683,Ageu_Souza,21,10,42.86%,0.48,73 441
683,toumanchu,14,12,42.86%,0.79,59 651
683,dig_16,14,12,42.86%,0.64,56 935
683,Iamkai04,14,12,42.86%,0.86,64 499
683,MmmSakuya,14,10,42.86%,0.5,69 066
683,UHT_invader,14,15,42.86%,0.5,67 748
683,Cman_trump,14,10,42.86%,0.71,71 179
683,Lang_FD,14,12,42.86%,0.64,77 856
683,the_penguin_ship,14,12,42.86%,0.64,103 943
683,Iron_Moose_Knuckle_1,21,13,42.86%,0.57,76 761
683,PuppyPaws32,14,10,42.86%,0.5,89 938
683,Review_Ta,14,15,42.86%,0.57,68 990
683,lellogf,14,10,42.86%,0.43,72 656
683,VIPERAA,28,12,42.86%,0.21,31 342
710,mohi_destroyer,33,10,42.42%,0.36,31 960
711,opnite,26,12,42.31%,0.38,42 950
711,bdb_2,26,12,42.31%,0.73,52 444
713,Crispy_Cornflake,19,12,42.11%,1.21,71 291
713,QSubzero,19,12,42.11%,0.37,38 939
713,AngelsPlaymate,19,10,42.11%,0.63,50 798
713,USS_BB61_Iowa,19,10,42.11%,0.79,86 930
713,vshzR,19,10,42.11%,0.95,103 553
713,Jussie_Smolensk,19,11,42.11%,0.53,86 768
719,REIGN797,31,12,41.94%,0.58,89 696
720,spanishmistery,24,11,41.67%,0.58,75 738
720,paulobite,24,13,41.67%,0.25,37 702
720,Telo_23,24,10,41.67%,0.54,61 966
720,Crabtimus_Prime,24,11,41.67%,0.83,75 118
720,Th3GuiltySpark,24,12,41.67%,0.71,61 799
720,MassiveSalvo,24,12,41.67%,0.46,65 909
726,tatucarreta,41,10,41.46%,0.68,110 514
727,cletuz,17,10,41.18%,0.76,71 787
727,ye_yo,17,11,41.18%,0.88,78 745
727,EBTANK,17,15,41.18%,0.18,29 906
727,bismark27,17,12,41.18%,0.76,112 537
727,Jono_oh,17,11,41.18%,0.41,50 846
727,gerden_battle,17,12,41.18%,0.76,89 415
727,D1217,17,14,41.18%,0.41,32 984
727,ChArisArDx,34,14,41.18%,0.59,128 621
727,MotoGP_46,17,13,41.18%,0.88,93 659
727,KuroganeSekiro,17,16,41.18%,0.65,121 813
727,HailDarkside,17,12,41.18%,0.65,58 453
738,fivejay,22,10,40.91%,0.91,83 095
738,SgtD_Old_Monkeyshine,22,12,40.91%,0.77,77 364
738,Quindo26,22,12,40.91%,0.59,55 226
738,Nacho71AR,22,10,40.91%,0.32,58 179
742,phriendly,32,10,40.63%,0.72,38 042
743,Shape5,42,12,40.48%,0.48,48 567
744,MACSWHARLE,52,12,40.38%,0.65,48 249
745,Throws_Games,15,14,40%,0.47,60 989
745,Vorl,15,14,40%,0.67,54 834
745,MadMarineHays,15,10,40%,0.67,38 870
745,mgc320,20,11,40%,0.5,59 783
745,Bismillah,20,12,40%,0.85,61 670
745,luisferSkater,15,11,40%,0.93,57 524
745,scarecrow_2015,45,12,40%,0.4,36 420
745,Desidiuz,15,15,40%,0.47,72 093
745,Ghosteval_69,15,12,40%,0.93,71 781
745,Thierry__L,15,15,40%,0.07,21 180
745,overwatch23456,40,12,40%,0.78,92 641
745,Waldo_Faldo,15,12,40%,0.27,47 612
745,XGamerKemp,35,11,40%,0.54,59 020
745,IJN_Chokai,20,14,40%,1.0,104 329
745,White_Give,20,11,40%,0.95,109 478
745,sharkattack233,20,13,40%,1.05,106 763
745,DarlingInTheYamato,15,10,40%,0.87,104 855
745,Pablo_M_G,15,11,40%,0.53,58 072
745,SuperHeroAurum,25,12,40%,0.44,71 539
745,BR_DVD,20,15,40%,0.5,56 467
745,WeiyuAnne,15,10,40%,0.8,86 405
745,carlos123_cr,20,12,40%,0.25,49 882
745,RogerFF,20,12,40%,0.8,95 159
768,Thalaron,43,10,39.53%,0.98,81 492
769,whitey_2019,28,13,39.29%,0.39,44 283
770,datanka,23,13,39.13%,0.22,43 170
770,BlackPanther1234,23,11,39.13%,0.48,80 015
770,crazyhusky,23,10,39.13%,0.61,98 515
770,George_Mcpherson,23,11,39.13%,0.61,78 068
770,Whimpapa,23,14,39.13%,0.3,40 809
775,9clock,18,12,38.89%,0.94,59 169
775,Akizuki_Kai,18,10,38.89%,1.17,60 892
775,Max_Carnage0,36,11,38.89%,0.53,70 862
778,struha,31,11,38.71%,0.52,50 327
779,detoniors1,26,14,38.46%,0.92,110 711
779,lh47383,26,10,38.46%,0.58,66 679
779,PJ_Knox,26,12,38.46%,0.58,60 065
779,DeagleX,26,12,38.46%,0.46,72 393
783,Ryujo_boingboing,34,11,38.24%,0.97,101 583
784,Gen_Seanski,21,11,38.1%,0.38,91 702
784,23Pair,21,13,38.1%,0.62,58 695
784,Deep6Horizion,21,11,38.1%,0.19,58 204
784,gghdao,21,12,38.1%,0.67,70 136
784,ArmedeLeFrog,21,10,38.1%,1.19,139 562
789,Jaaag,16,12,37.5%,0.81,62 444
789,Chaosdemon4444,16,14,37.5%,1.06,133 360
789,TokoyamiTowa,16,14,37.5%,1.38,146 168
789,bunwalker,16,15,37.5%,0.5,31 235
789,YODAKILLUIDID,16,14,37.5%,0.69,49 088
789,SuperCong,16,10,37.5%,0.62,80 965
789,Buckeyes1One,32,13,37.5%,0.34,29 854
789,mrunknowncomes,16,10,37.5%,0.69,58 974
797,Violence_Magic_Frog,27,11,37.04%,1.0,81 274
798,Jaag_Jaff,19,12,36.84%,0.37,50 041
798,Robert45_destroyer,19,12,36.84%,1.21,128 337
798,Admiral_Gloval,19,11,36.84%,0.89,79 126
798,wagnerferraz,19,15,36.84%,0.21,23 928
798,Wobulator,19,10,36.84%,0.68,82 090
798,Grendel_13,19,15,36.84%,0.89,70 062
798,MalcadorHuff,19,15,36.84%,0.47,67 853
805,hellclan,22,12,36.36%,0.36,69 078
805,deadcannon,22,15,36.36%,0.23,40 584
805,arch4random,33,12,36.36%,0.24,53 759
805,Capt_MoeHunglow,22,12,36.36%,0.64,63 281
805,Kathar1969,22,11,36.36%,0.45,68 044
810,Lojack1934,25,12,36%,0.56,80 459
810,CASXCA,25,11,36%,1.0,95 715
810,romero_42,25,11,36%,0.48,80 598
810,DocSniper_1,25,12,36%,0.48,47 395
814,RG_Johnde,14,15,35.71%,0.21,25 732
814,IrritatedRhino,14,13,35.71%,0.64,69 908
814,turncoat311,14,10,35.71%,0.93,85 351
814,WarShipUnion,14,11,35.71%,1.21,72 714
814,PlanetHodags,14,10,35.71%,1.0,66 151
814,BigRed75N,28,14,35.71%,0.18,21 918
814,CHIVA_ELECTRICA,14,14,35.71%,0.5,73 738
814,GK_Fanboy,14,13,35.71%,0.71,114 569
814,Sparkle94,14,12,35.71%,0.79,123 983
823,PEARL_Necklace,17,11,35.29%,0.59,61 873
823,Bull6212,17,12,35.29%,0.41,77 113
823,Gallactica,17,11,35.29%,0.65,83 271
823,Wortham1,17,11,35.29%,1.18,96 991
827,BYUL2013,20,11,35%,0.5,48 606
827,Fr4gm3ntation,20,11,35%,0.5,69 283
829,Zhenyuan_Hao,23,13,34.78%,0.57,111 774
830,PaRtYbOy_x_DaN,29,12,34.48%,0.55,66 756
831,Yamorth,35,12,34.29%,0.54,47 146
831,AntiSnorlax,35,15,34.29%,0.14,41 177
833,Unluckyimmortal,53,11,33.96%,0.42,63 186
834,GhostBunyip,18,11,33.33%,0.39,31 344
834,NIGHT_PATROL,21,14,33.33%,0.29,47 754
834,xHeavy,24,12,33.33%,0.17,27 580
834,Coronel_01,18,15,33.33%,0.78,79 856
834,CptBoma,15,12,33.33%,0.53,89 212
834,Diode_mA,15,12,33.33%,0.33,51 705
834,Triplj,21,12,33.33%,0.67,96 808
834,Tri_J96,18,14,33.33%,0.56,77 625
834,69MACH428CJ,15,10,33.33%,0.27,95 447
834,Thilmiran,18,15,33.33%,0.5,72 513
834,BigDExpress,39,12,33.33%,0.41,31 583
834,KEIGHT,18,15,33.33%,0.28,71 110
834,fabiancho_2018,30,13,33.33%,0.23,40 119
834,Capt_pussy_riot,15,12,33.33%,0.47,49 158
834,vientos23,18,14,33.33%,0.28,44 061
834,HnDDDtv,18,15,33.33%,0.78,80 857
850,SLingBlade22,28,12,32.14%,0.32,20 749
850,BB_Binx,28,12,32.14%,0.46,71 614
852,Limss,25,10,32%,0.84,93 719
853,NTRQZ,22,10,31.82%,0.73,109 226
854,kuervoska,19,12,31.58%,0.42,72 046
854,Master_Potatus,19,12,31.58%,0.26,73 175
856,Shiroe_Lhorizon,35,12,31.43%,0.66,73 943
857,eric2241,16,14,31.25%,0.44,84 856
857,Super_Average,16,15,31.25%,0.75,78 623
857,WhiteRay,16,11,31.25%,1.0,71 676
857,Bear_638,16,15,31.25%,0.44,68 508
857,mhbarnett448,32,11,31.25%,0.41,69 750
862,FatYogi,29,14,31.03%,0.41,39 922
862,chirsmacan,29,12,31.03%,0.59,50 181
864,bronzestick,20,12,30%,0.35,42 662
864,RafcioS,20,14,30%,0.4,70 009
866,Sank_you_for_playing_1,27,12,29.63%,0.81,92 780
867,zoltron_mario,17,10,29.41%,0.76,61 851
867,StukaRakuda,17,11,29.41%,0.59,104 906
867,Harmonieux,17,16,29.41%,0.47,46 710
870,EnriqueQZ,24,15,29.17%,0.08,33 035
871,Zuluzero2,14,15,28.57%,0.43,68 355
871,0TopHatJones0,14,14,28.57%,0.36,75 475
871,Alithian,14,12,28.57%,0.64,94 127
871,YouvBeenThumped,21,14,28.57%,0.38,57 683
875,Onslot_1,18,11,27.78%,0.78,65 293
875,ATSERVI,18,15,27.78%,0.39,38 396
877,NWShotgun,15,12,26.67%,0.33,66 756
877,_HR_,15,11,26.67%,0.67,135 919
877,Arari_Gama,15,12,26.67%,0.13,34 965
877,BlahAir,15,14,26.67%,0.93,65 389
881,Freddie305,34,15,26.47%,0.29,35 891
882,_SHD_Fastrax,19,15,26.32%,0.16,16 868
882,Klein_Bottle,19,12,26.32%,0.58,79 751
884,jacmcm55,16,15,25%,0.31,56 153
884,Somers_Glau,16,12,25%,0.81,66 083
886,Bison,21,16,23.81%,0.52,51 962
887,SkidRow777,22,12,22.73%,0.41,74 805
888,Made_in_the_USA_,18,15,22.22%,0.22,23 558
888,love_destroyerBR,18,16,22.22%,0.44,34 093
890,LickMyToesKent,19,15,21.05%,1.05,90 577
891,elm158050,15,14,20%,0.13,53 688
891,Shigure_tears,15,12,20%,0.67,70 483
891,HMS__Rodney,15,15,20%,0.33,59 650
891,Gsxtsy1970,20,15,20%,0.35,42 173
891,fujiat1207,20,14,20%,0.15,26 705
896,popeye1492,19,15,15.79%,0.11,27 906
897,CMD_007,14,15,14.29%,0.21,16 113
